id,topic,speaker_1_en,speaker_1_gujlish,speaker_2_en,speaker_2_gujlish
651,Cricket Match / Street vs Restaurant Food,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
1095,Bollywood Movie / Delhi Traffic,The acting was average though.,Acting thodi average hati.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
2074,Friend's Wedding / Old vs New Songs,Did you see her wedding dress?,Tame eni wedding dress joi?,New songs have better beats.,Nava gaano ma beat saru hoy.
577,Asking Directions / Trip to Goa,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
1073,Bollywood Movie / Weekend Plans,The acting was average though.,Acting thodi average hati.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
1433,Diwali Prep / Ordering Food,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,"Can I see the menu, please?",Menu joi shaku chu?
2081,Friend's Wedding / Friend's Wedding,Did you see her wedding dress?,Tame eni wedding dress joi?,The food was really good!,Food toh khub j tasty hatu!
1548,Diwali Prep / Trip to Goa,Have you bought crackers?,Tame patakha laya?,We should try water sports!,Aapde water sports try karva joie!
818,Trip to Goa / Weekend Plans,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
419,Asking Directions / Asking Directions,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
548,Asking Directions / Street vs Restaurant Food,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
2063,Friend's Wedding / Bollywood Movie,Did you see her wedding dress?,Tame eni wedding dress joi?,I liked the climax a lot.,Mane climax bau gamyu.
1196,Bollywood Movie / Bollywood Movie,Who was the director?,Director kon hatu?,I liked the climax a lot.,Mane climax bau gamyu.
1953,Street vs Restaurant Food / Cricket Match,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,India gave a strong performance!,India ye jabardast performance aapyu!
120,Weekend Plans / Trip to Goa,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
559,Asking Directions / Gym/Fitness,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Weight training is tough!,Weight training to bau j hard che!
1790,Old vs New Songs / Ordering Food,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,"Can I see the menu, please?",Menu joi shaku chu?
545,Asking Directions / Old vs New Songs,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
1540,Diwali Prep / Asking Directions,Have you bought crackers?,Tame patakha laya?,How far is the airport from here?,Ahiya thi airport ketlu door che?
2049,Friend's Wedding / Asking Directions,Did you see her wedding dress?,Tame eni wedding dress joi?,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
564,Asking Directions / Weekend Plans,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
1371,Delhi Traffic / Weather Changes,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
1883,Street vs Restaurant Food / Weather Changes,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
951,Trip to Goa / Old vs New Songs,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,New songs have better beats.,Nava gaano ma beat saru hoy.
1713,Old vs New Songs / Diwali Prep,New songs have better beats.,Nava gaano ma beat saru hoy.,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
1521,Diwali Prep / Friend's Wedding,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,They looked so happy together.,E loko khub j happy lagta hata.
1482,Diwali Prep / Weekend Plans,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
1359,Delhi Traffic / Old vs New Songs,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,New songs have better beats.,Nava gaano ma beat saru hoy.
98,Weekend Plans / Weather Changes,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2371,Weather Changes / Delhi Traffic,I love winter mornings.,Mane sheet rutu ni savar bau game.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
2375,Weather Changes / Diwali Prep,I love winter mornings.,Mane sheet rutu ni savar bau game.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
1239,Delhi Traffic / Cricket Match,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,India gave a strong performance!,India ye jabardast performance aapyu!
2275,Weather Changes / Diwali Prep,It’s so hot these days!,Aaje kalak ghanu garmi che!,Have you bought crackers?,Tame patakha laya?
88,Weekend Plans / Street vs Restaurant Food,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
1090,Bollywood Movie / Trip to Goa,The acting was average though.,Acting thodi average hati.,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
464,Asking Directions / Ordering Food,How far is the airport from here?,Ahiya thi airport ketlu door che?,"Can I see the menu, please?",Menu joi shaku chu?
2530,Gym/Fitness / Diwali Prep,Weight training is tough!,Weight training to bau j hard che!,Have you bought crackers?,Tame patakha laya?
1603,Diwali Prep / Bollywood Movie,Diwali shopping is still pending.,Diwali shopping to baki j che.,The acting was average though.,Acting thodi average hati.
1148,Bollywood Movie / Delhi Traffic,I liked the climax a lot.,Mane climax bau gamyu.,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
356,Ordering Food / Gym/Fitness,We’ll take two plates of dosa.,Ame be plate dosa levana che.,I feel healthier now.,Mane have healthy feel thay che.
1635,Old vs New Songs / Weekend Plans,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
1712,Old vs New Songs / Diwali Prep,New songs have better beats.,Nava gaano ma beat saru hoy.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
20,Weekend Plans / Bollywood Movie,Are you free this Sunday?,Aa Ravivare tamne time che?,That movie had great songs.,E movie ma khub sara gaana hata.
1937,Street vs Restaurant Food / Gym/Fitness,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,I feel healthier now.,Mane have healthy feel thay che.
979,Trip to Goa / Asking Directions,I can’t wait for this trip!,Hu aa trip mate excited chu!,How far is the airport from here?,Ahiya thi airport ketlu door che?
962,Trip to Goa / Weather Changes,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,It’s so hot these days!,Aaje kalak ghanu garmi che!
2367,Weather Changes / Bollywood Movie,I love winter mornings.,Mane sheet rutu ni savar bau game.,That movie had great songs.,E movie ma khub sara gaana hata.
2559,Gym/Fitness / Asking Directions,I feel healthier now.,Mane have healthy feel thay che.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1524,Diwali Prep / Weather Changes,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
2240,Friend's Wedding / Weather Changes,The wedding was well organized.,Lagna khub saro rite thai.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2044,Friend's Wedding / Weekend Plans,Did you see her wedding dress?,Tame eni wedding dress joi?,Do you want to watch a movie?,Movie jovani ichchha che tane?
2006,Street vs Restaurant Food / Trip to Goa,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
31,Weekend Plans / Diwali Prep,Are you free this Sunday?,Aa Ravivare tamne time che?,Diwali shopping is still pending.,Diwali shopping to baki j che.
2283,Weather Changes / Street vs Restaurant Food,It’s so hot these days!,Aaje kalak ghanu garmi che!,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
640,Cricket Match / Diwali Prep,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
2513,Gym/Fitness / Cricket Match,Weight training is tough!,Weight training to bau j hard che!,Was it a close game?,Game tight hatu ke easy?
496,Asking Directions / Street vs Restaurant Food,How far is the airport from here?,Ahiya thi airport ketlu door che?,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
1442,Diwali Prep / Cricket Match,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,Was it a close game?,Game tight hatu ke easy?
1784,Old vs New Songs / Gym/Fitness,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,I feel healthier now.,Mane have healthy feel thay che.
872,Trip to Goa / Ordering Food,We should try water sports!,Aapde water sports try karva joie!,"Can I see the menu, please?",Menu joi shaku chu?
1538,Diwali Prep / Ordering Food,Have you bought crackers?,Tame patakha laya?,Do you serve cold coffee?,Tamare cold coffee male che?
802,Cricket Match / Street vs Restaurant Food,I missed the final over.,Hu last over joi na shakyo.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
308,Ordering Food / Weekend Plans,We’ll take two plates of dosa.,Ame be plate dosa levana che.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
2095,Friend's Wedding / Weekend Plans,The food was really good!,Food toh khub j tasty hatu!,Do you want to watch a movie?,Movie jovani ichchha che tane?
2155,Friend's Wedding / Cricket Match,They looked so happy together.,E loko khub j happy lagta hata.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
448,Asking Directions / Friend's Wedding,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,Did you see her wedding dress?,Tame eni wedding dress joi?
775,Cricket Match / Asking Directions,I missed the final over.,Hu last over joi na shakyo.,How far is the airport from here?,Ahiya thi airport ketlu door che?
112,Weekend Plans / Asking Directions,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1317,Delhi Traffic / Friend's Wedding,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,They looked so happy together.,E loko khub j happy lagta hata.
1722,Old vs New Songs / Street vs Restaurant Food,New songs have better beats.,Nava gaano ma beat saru hoy.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
34,Weekend Plans / Old vs New Songs,Are you free this Sunday?,Aa Ravivare tamne time che?,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
2512,Gym/Fitness / Cricket Match,Weight training is tough!,Weight training to bau j hard che!,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
2483,Gym/Fitness / Old vs New Songs,I started yoga recently.,Hu have yoga sharu karyu che.,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
2229,Friend's Wedding / Old vs New Songs,The wedding was well organized.,Lagna khub saro rite thai.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
2135,Friend's Wedding / Weather Changes,The food was really good!,Food toh khub j tasty hatu!,It’s so hot these days!,Aaje kalak ghanu garmi che!
1690,Old vs New Songs / Ordering Food,New songs have better beats.,Nava gaano ma beat saru hoy.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
2047,Friend's Wedding / Ordering Food,Did you see her wedding dress?,Tame eni wedding dress joi?,We’ll take two plates of dosa.,Ame be plate dosa levana che.
1751,Old vs New Songs / Trip to Goa,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
1063,Bollywood Movie / Friend's Wedding,That movie had great songs.,E movie ma khub sara gaana hata.,The wedding was well organized.,Lagna khub saro rite thai.
445,Asking Directions / Street vs Restaurant Food,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
2314,Weather Changes / Trip to Goa,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
831,Trip to Goa / Cricket Match,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,India gave a strong performance!,India ye jabardast performance aapyu!
1203,Bollywood Movie / Diwali Prep,Who was the director?,Director kon hatu?,Have you bought crackers?,Tame patakha laya?
734,Cricket Match / Bollywood Movie,India gave a strong performance!,India ye jabardast performance aapyu!,That movie had great songs.,E movie ma khub sara gaana hata.
1833,Old vs New Songs / Gym/Fitness,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,I started yoga recently.,Hu have yoga sharu karyu che.
2087,Friend's Wedding / Weather Changes,Did you see her wedding dress?,Tame eni wedding dress joi?,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
345,Ordering Food / Street vs Restaurant Food,We’ll take two plates of dosa.,Ame be plate dosa levana che.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
1806,Old vs New Songs / Bollywood Movie,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,That movie had great songs.,E movie ma khub sara gaana hata.
2289,Weather Changes / Weather Changes,It’s so hot these days!,Aaje kalak ghanu garmi che!,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
574,Asking Directions / Cricket Match,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Was it a close game?,Game tight hatu ke easy?
2312,Weather Changes / Trip to Goa,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
2010,Street vs Restaurant Food / Bollywood Movie,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,That movie had great songs.,E movie ma khub sara gaana hata.
514,Asking Directions / Weekend Plans,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Do you want to watch a movie?,Movie jovani ichchha che tane?
1781,Old vs New Songs / Weather Changes,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
1589,Diwali Prep / Ordering Food,Diwali shopping is still pending.,Diwali shopping to baki j che.,Do you serve cold coffee?,Tamare cold coffee male che?
2582,Gym/Fitness / Diwali Prep,I feel healthier now.,Mane have healthy feel thay che.,Diwali shopping is still pending.,Diwali shopping to baki j che.
