id,topic,english,gujlish,weather_change_0_313
weather_change_0_42,Talking about changes in weather,Maybe we should plan some indoor activities now.,Shayad aaje thi indoor activities plan karva joiye.,
weather_change_0_43,Talking about changes in weather,That’s a good idea! Movie marathons or board games?,Saras vichar! Movie marathon ke board game khele?,
weather_change_0_44,Talking about changes in weather,"I’m up for both, depends on mood.","Mane banne game chhe, mood pr depend kare chhe.",
weather_change_0_45,Talking about changes in weather,We could also bake some cookies together.,"Saath ma cookie banaviye pan, maja aavi jase.",
weather_change_0_46,Talking about changes in weather,"Yummy! I love baking, especially in cold weather.","Mmm, mane baking game chhe, khas kari ne thandi mausam ma.",
weather_change_0_47,Talking about changes in weather,"Perfect, we have the plan then!","Perfect, to plan taiyar chhe.",
weather_change_0_48,Talking about changes in weather,"By the way, did you hear about the forecast for next week?",Ane sunyu chhe ke agalna hafta ma mausam change thase?,
weather_change_0_49,Talking about changes in weather,"Yes, they said it might get even colder.","Haa, kahi rahya chhe ke vadhu thandu padi sakay chhe.",
weather_change_0_50,Talking about changes in weather,Better get our woolens ready then.,To woolens ready karva joiye to.,
weather_change_0_51,Talking about changes in weather,Do you think this winter will be harsher than last year?,Tane lage chhe ke aavti winter pichhli varshi karta vadhu kathin hase?,
weather_change_0_52,Talking about changes in weather,"Maybe, the forecast did mention some cold waves.","Shayad, forecast ma to cold wave ni vaat hati.",
weather_change_0_53,Talking about changes in weather,I hope it won’t be too cold; I hate shivering all day.,"Mane to asha chhe ke vadhu thandu na pade, din bhar thandi thandi lagti hoy to problem thai jai.",
weather_change_0_54,Talking about changes in weather,"Haha, same yaar. I prefer cozy warmth anytime.","Haha, mane pan game chhe garam garam feel.",
weather_change_0_55,Talking about changes in weather,Do you miss summer at all?,Tane summer no thodu yaad aave chhe ke nahi?,
weather_change_0_56,Talking about changes in weather,"Sometimes, especially for the long days and mangoes!","Kai vakhat yaad aave chhe, khas kari ne lamba divas ane mango mate.",
weather_change_0_57,Talking about changes in weather,"Haha, mangoes are the best part of summer!","Haha, mango to summer ni jaan chhe!",
weather_change_0_58,Talking about changes in weather,But I don’t miss sweating all day.,Pan mane poora divas paseena thavu game nahi.,
weather_change_0_59,Talking about changes in weather,"Same here, that was the worst part.","Mane pan, ae badhu game nahi.",
weather_change_0_60,Talking about changes in weather,Do you have any favorite winter food?,Tane winter ma kai favorite food chhe?,
weather_change_0_61,Talking about changes in weather,I love eating garam nuts and corn on the cob.,Mane garam makkai ane nuts khava game chhe.,
weather_change_0_62,Talking about changes in weather,Oh yes! Those street snacks are the best in winter.,"Ha, street na snacks to winter ma ekdum best lage chhe.",
weather_change_0_63,Talking about changes in weather,Sometimes I crave jalebi with hot chai.,Kai vakhat mane jalebi ane garam chai ni craving thaye chhe.,
weather_change_0_64,Talking about changes in weather,Perfect combo! Jalebi with chai always hits the spot.,Perfect combo! Jalebi ane chai to badha time game chhe.,
weather_change_0_65,Talking about changes in weather,Do you like cold mornings or warm afternoons better?,Tane thandi savar game chhe ke garam dupahar?,
weather_change_0_66,Talking about changes in weather,"I like cold mornings, they feel so fresh and peaceful.","Mane to thandi savar game chhe, ekdam fresh ane peaceful lage chhe.",
weather_change_0_67,Talking about changes in weather,"I prefer warm afternoons, especially with some sunshine.","Hu garam dupahar pasand karu chhu, khas kari ne suraj saathe.",
weather_change_0_68,Talking about changes in weather,That sounds nice. Sunshine makes everything better.,"Saras chhe, suraj thi badhu vadhu khubsurat lage chhe.",
weather_change_0_69,Talking about changes in weather,Do you think this weather affects your mood?,Tane lage chhe ke mausam tameo mood pr asar kare chhe?,
weather_change_0_70,Talking about changes in weather,Definitely! I feel more relaxed in cooler weather.,Nishchay! Thandi mausam ma mane relaxed feel thay chhe.,
weather_change_0_71,Talking about changes in weather,I get more energetic when it’s sunny and warm.,Hu to garam ane suraj vala divaso ma vadhu energetic feel karu chhu.,
weather_change_0_72,Talking about changes in weather,I love this balance between cold mornings and warm afternoons.,Mane game chhe je thandi savar ane garam dupahar no balance chhe.,
weather_change_0_73,Talking about changes in weather,Do you use any special skincare during winter?,Winter ma tame koi special skincare use karo?,
weather_change_0_74,Talking about changes in weather,"Yes, I always use moisturizer more in cold weather.","Haa, thandi mausam ma moisturizer vadhu vapru chhu.",
weather_change_0_75,Talking about changes in weather,That’s smart. My skin gets so dry in winter.,Saras chhe! Mari skin pan winter ma khub sukhi thai jai chhe.,
weather_change_0_76,Talking about changes in weather,Have you tried those herbal oils for skin?,Tame koi herbal oil try karyo chhe skin mate?,
weather_change_0_77,Talking about changes in weather,"Yes, coconut oil works wonders for me.","Haa, coconut oil mari skin mate ekdum faaydo kare chhe.",
weather_change_0_78,Talking about changes in weather,Nice! I should try that too.,Saras! Hu pan try karis.,
weather_change_0_79,Talking about changes in weather,Do you notice your hair gets drier in winter too?,Tane pan lage chhe ke winter ma hair sukhu thai jai chhe?,
weather_change_0_80,Talking about changes in weather,"Yes, I use extra conditioner to keep it soft.","Haa, extra conditioner vapru chhu hair soft rakhva mate.",
weather_change_0_81,Talking about changes in weather,Good care is necessary in this weather.,Aa mausam ma sari care jaruri chhe.,
weather_change_0_82,Talking about changes in weather,I also love the cozy sweaters and scarves in this season.,Mane to aa mausam na sweaters ane scarves game chhe.,
weather_change_0_83,Talking about changes in weather,"Fashion and comfort both together, right?","Fashion pan ane comfort pan, ek sathe!",
weather_change_0_84,Talking about changes in weather,"Exactly! Plus, they make me feel cute too.",Bilkul! Ane mane cute pan lage chhe.,
weather_change_0_85,Talking about changes in weather,"Haha, cute and cozy, perfect combo!","Haha, cute ane cozy, perfect combo chhe.",
weather_change_0_86,Talking about changes in weather,Do you prefer rainy or snowy winters?,Tane rainy winter game chhe ke snowy winter?,
weather_change_0_87,Talking about changes in weather,I love rainy winters for the sound of rain.,"Mane rainy winter game chhe, khas kari ne rain ni sound mate.",
weather_change_0_88,Talking about changes in weather,Snowy winters look magical but I haven’t experienced them yet.,"Snowy winter to magic lage chhe, pan hu to experience nathi karyu.",
weather_change_0_89,Talking about changes in weather,You should definitely visit somewhere snowy once.,Tame ek vaar snowy jagya jarur javani chhe.,
weather_change_0_90,Talking about changes in weather,"I will plan a trip someday, for sure!","Ek divas trip plan karis, paki!",
weather_change_0_91,Talking about changes in weather,Winter nights are the best for star gazing.,Winter ni raat ma star gazing ekdum best lage chhe.,
weather_change_0_92,Talking about changes in weather,Absolutely! The sky looks so clear and beautiful.,Haa! Aakash ekdam clear ane sundar lage chhe.,
weather_change_0_93,Talking about changes in weather,Do you have a favorite star or constellation?,Tane koi favorite star ke constellation chhe?,
weather_change_0_94,Talking about changes in weather,"I like Orion, it’s so bright and easy to find.","Mane Orion game chhe, ekdam bright ane easy to find.",
weather_change_0_95,Talking about changes in weather,Me too! Orion always catches my eye.,Hu pan! Orion hamesha mari nazar ma aave chhe.,
weather_change_0_96,Talking about changes in weather,Sometimes I lie down and watch stars for hours.,Kai vakhat hu late ne stars joyu karu chhu ghanto sudhi.,
weather_change_0_97,Talking about changes in weather,That sounds so relaxing and peaceful.,"Saras chhe, ekdam relaxing ane peaceful.",
weather_change_0_98,Talking about changes in weather,We should do that together sometime.,Ek vaar aapde saath ma pan karvu joie.,
weather_change_0_99,Talking about changes in weather,"Yes, that would be so much fun!","Haa, ekdum maja aavse!",
weather_change_0_100,Talking about changes in weather,Looking forward to cozy winter memories with you.,Tame saathe cozy winter memories banavva mate ready chhu.,
weather_change_0_101,Talking about changes in weather,Do you feel more sleepy during cold days?,Thandi divaso ma tame vadhu sleepy feel karo chho?,
weather_change_0_102,Talking about changes in weather,Totally! I just want to stay in bed all day.,Bilkul! Hu to divas bhar bed ma rahu chu.,
weather_change_0_103,Talking about changes in weather,"Haha, same here. It’s like the cold makes me lazy.","Haha, mari pan avaj chhe. Thandi mane lazy banave chhe.",
weather_change_0_104,Talking about changes in weather,But warm drinks help to wake me up a bit.,Paan garam drinks thodi jagadva madad kare chhe.,
weather_change_0_105,Talking about changes in weather,"I love hot chocolate during winters, it’s so comforting.","Winter ma hot chocolate mane game chhe, ekdam comforting chhe.",
weather_change_0_106,Talking about changes in weather,"You should try making it sometime, I have a great recipe.","Tame ek vaar banavi ne joiye, mari ek saras recipe chhe.",
weather_change_0_107,Talking about changes in weather,"Wow, I would love that! Let’s plan a hot chocolate date.","Wah! Hu to game chhe, chal ek hot chocolate date plan kariye.",
weather_change_0_108,Talking about changes in weather,Deal! It’s a date then.,Deal! Date pakki.,
weather_change_0_109,Talking about changes in weather,Do you notice how the air smells different in winter?,Tane lage chhe ke winter ma hawa ni smell alag lage chhe?,
weather_change_0_110,Talking about changes in weather,"Yes, it smells fresh and sometimes like wet earth.","Haa, hawa fresh lage chhe ane kai vakhat wet earth jvu smell ave chhe.",
weather_change_0_111,Talking about changes in weather,I like that smell; it feels like nature is waking up slowly.,"Mane ae smell game chhe, lage chhe nature dhire dhire jagi rahi chhe.",
weather_change_0_112,Talking about changes in weather,So poetic! You should write poems about weather.,Ekdam poetic chho! Tame weather par poem lakhvu joie.,
weather_change_0_113,Talking about changes in weather,"Haha, maybe I will try someday.","Haha, shayad ek divas try karu.",
weather_change_0_114,Talking about changes in weather,I would love to read them!,Hu to khub game chhu vaat padva mate!,
weather_change_0_115,Talking about changes in weather,Do you think the changing weather affects animals too?,Tane lage chhe ke weather change thi animals pan affect thay chhe?,
weather_change_0_116,Talking about changes in weather,"Of course, many animals hibernate or migrate because of it.","Haa, kai animals to hibernate kare chhe ane kai migrate pan kare chhe.",
weather_change_0_117,Talking about changes in weather,It’s amazing how nature adapts so well.,"Nature ketli sari rite adapt kare chhe, ekdam amazing chhe.",
weather_change_0_118,Talking about changes in weather,"Yes, humans can learn a lot from nature.","Haa, manas pan nature mathi khub shiku shke chhe.",
weather_change_0_119,Talking about changes in weather,Do you enjoy walking in the cold weather?,Tane thandi mausam ma walk karvu game chhe?,
weather_change_0_120,Talking about changes in weather,"Yes, I like the crisp air and quiet surroundings.","Haa, mane crisp hawa ane shaant vatavaran game chhe.",
weather_change_0_121,Talking about changes in weather,Sometimes I feel like time slows down during winter walks.,Kai vakhat lage chhe ke winter ma walk karta time slow thai jai chhe.,
weather_change_0_122,Talking about changes in weather,That’s a beautiful feeling. I want to try that.,"Sundar feeling chhe, hu pan try karu chhu.",
weather_change_0_123,Talking about changes in weather,We should go for a walk together sometime.,Ek vaar saath ma walk karva jisu.,
weather_change_0_124,Talking about changes in weather,"Yes, that would be nice and relaxing.","Haa, ekdam maja aavse ane relax pan thase.",
weather_change_0_125,Talking about changes in weather,Do you like the early morning fog in winter?,Tane winter ni savar no fog game chhe?,
weather_change_0_126,Talking about changes in weather,"Yes, it feels mysterious and calm.","Haa, fog ekdam mysterious ane shaant lage chhe.",
weather_change_0_127,Talking about changes in weather,I feel like walking through fog is like stepping into a dream.,Mane to lage chhe ke fog ma walk karvu sapna ma javanu javu chhe.,
weather_change_0_128,Talking about changes in weather,"Wow, your descriptions are always so nice!","Wah, tamari vaat hamesha game chhe!",
weather_change_0_129,Talking about changes in weather,Thank you! I try to notice little things.,Thank you! Hu chhota chhota vaatno dhyan rakhu chu.,
weather_change_0_130,Talking about changes in weather,It’s the little things that make life beautiful.,Aa chhota chhota vaat j jivan ne sundar banave chhe.,
