,topic,english,gujlish
4234,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4235,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4236,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4237,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4238,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4239,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4240,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4241,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4242,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4243,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4244,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4245,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4246,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4247,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4248,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4249,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4250,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4251,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4252,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4253,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4254,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4255,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4256,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4257,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4258,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4259,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4260,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4261,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4262,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4263,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4264,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4265,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4266,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4267,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4268,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4269,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4270,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4271,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4272,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4273,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4274,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4275,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4276,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4277,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4278,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4279,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4280,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4281,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4282,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4283,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4284,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4285,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4286,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4287,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4288,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4289,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4290,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4291,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4292,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4293,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4294,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4295,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4296,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4297,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4298,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4299,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4300,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4301,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4302,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4303,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4304,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4305,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4306,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4307,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4308,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4309,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4310,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4311,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4312,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4313,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4314,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4315,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4316,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4317,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4318,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4319,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4320,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4321,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
